DCG,2023-12-31,2023-12-31,-81.000,9.000,225.000,39.000,14.000,125.000,4.000,15.000,165.000,92.000,0.000,24.000,140.000,-81.000,-25.000,-5.000,-5.000,555.000,-42.000,-16.000,-16.000,12.000,22.000,2.000,2.900,7.000,NULL,NULL,0.000,0.000,0.000,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0,0,-6.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DCH,2023-12-31,2023-12-31,-30.000,20.000,10.000,8.000,1.000,5.000,14.000,3.000,32.000,0.000,0.000,7.000,1.000,-30.000,37.000,-6.000,-6.000,18.000,-1.000,-25.000,-25.000,0.000,23.000,3.000,1.200,2.000,NULL,NULL,0.000,0.000,0.000,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0,0,-24.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DCL,2023-12-31,2023-12-31,28.000,34.000,228.000,777.000,365.000,441.000,417.000,50.000,1451.000,422.000,209.000,5.000,191.000,28.000,13.000,5.000,5.000,1170.000,-45.000,38.000,38.000,62.000,18.000,5.000,2.700,4.000,2024-03-31,24.100,1.047,0.049,0.062,25.200,21.500,1.200,1.300,1.500,1.600,73041030.000,0,0,8.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DCM,2023-12-31,2023-12-31,-97.000,2.000,10526.000,366.000,2161.000,1600.000,88.000,497.000,9963.000,846.000,3.000,23.000,4403.000,-97.000,-21.000,8.000,8.000,12949.000,-74.000,11.000,11.000,1109.000,16.000,9.000,7.300,11.000,2024-03-31,35.150,0.431,0.051,0.042,15.200,9.200,1.800,1.300,1.500,1.000,529400000.000,0,0,28.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DCR,2023-12-31,2023-12-31,186.000,10.000,12.000,26.000,160.000,56.000,1.000,7.000,76.000,142.000,12.000,0.000,32.000,186.000,-27.000,-1.000,-1.000,195.000,-98.000,-17.000,-17.000,0.000,18.000,0.000,0.000,0.000,NULL,NULL,0.000,0.000,0.000,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0,0,11.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DCS,2021-12-31,2021-12-31,2.000,76.000,9.000,516.000,89.000,1.000,0.000,63.000,632.000,22.000,0.000,5.000,18.000,2.000,12.000,-25.000,-25.000,34.000,3.000,-54.000,-54.000,0.000,11.000,1.000,0.000,0.000,2022-06-30,1.700,87.048,0.095,1.237,148.000,47.300,0.200,0.100,2.100,1.200,60310988.000,0,0,6.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DCT,2023-12-31,2023-12-31,-110.000,40.000,4.000,294.000,11.000,420.000,5.000,2.000,-416.000,461.000,0.000,0.000,691.000,-110.000,-43.000,-10.000,-10.000,109.000,27.000,143.000,143.000,-99.000,-13.000,-91.000,-13.400,24.000,2024-03-31,0.800,-0.293,-0.062,0.320,-0.200,-0.200,0.000,-0.100,0.300,0.100,27223647.000,0,0,-13.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DDG,2023-12-31,2023-12-31,131.000,33.000,16.000,519.000,15.000,870.000,92.000,39.000,573.000,546.000,223.000,6.000,203.000,131.000,-33.000,20.000,20.000,664.000,-569.000,NULL,NULL,-206.000,7.000,-31.000,-13.200,-36.000,2024-03-31,4.900,-0.427,0.103,0.145,-2.100,36.400,0.500,2.500,0.700,1.800,79839886.000,0,0,-9.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DDH,2023-12-31,2023-12-31,-169.000,12.000,71.000,11.000,3.000,2.000,0.000,7.000,42.000,0.000,0.000,0.000,52.000,-169.000,9.000,6.000,6.000,61.000,0.000,NULL,NULL,6.000,22.000,9.000,5.900,13.000,NULL,NULL,0.000,0.000,0.000,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0,0,23.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DDM,2023-12-31,2023-12-31,-51.000,42.000,57.000,220.000,10.000,161.000,17.000,62.000,-828.000,49.000,431.000,2.000,873.000,-51.000,-46.000,-7.000,-7.000,206.000,-278.000,10.000,10.000,-102.000,-30.000,-50.000,-19.400,12.000,2024-03-31,1.300,-0.110,-0.014,0.060,-0.100,-0.100,0.000,0.000,0.100,0.100,12244495.000,0,0,-6.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DDN,2023-12-31,2023-12-31,-21.000,56.000,120.000,404.000,112.000,77.000,0.000,13.000,196.000,79.000,0.000,33.000,420.000,-21.000,-20.000,-8.000,-8.000,946.000,-91.000,-41.000,-41.000,1.000,7.000,0.000,0.200,1.000,2024-03-31,8.000,12.209,0.077,0.015,97.700,15.200,0.600,0.800,0.100,0.100,15349328.000,0,0,0.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DDV,2023-12-31,2023-12-31,-49.000,6.000,828.000,121.000,351.000,576.000,4.000,46.000,1702.000,0.000,0.000,7.000,217.000,-49.000,-3.000,1.000,1.000,3233.000,-81.000,-21.000,-21.000,69.000,8.000,2.000,3.600,4.000,2024-03-31,16.500,1.515,0.085,0.045,25.000,17.100,1.400,1.000,0.700,0.600,146109900.000,0,0,-5.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DFC,2023-12-31,2023-12-31,56.000,22.000,49.000,112.000,207.000,143.000,0.000,5.000,234.000,136.000,45.000,0.000,101.000,56.000,-16.000,2.000,2.000,1203.000,17.000,4.000,4.000,31.000,13.000,3.000,6.100,13.000,NULL,NULL,0.000,0.000,0.000,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0,0,4.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DFF,2023-12-31,2023-12-31,306.000,46.000,25.000,1822.000,792.000,1082.000,149.000,85.000,700.000,1168.000,1000.000,100.000,986.000,306.000,-55.000,-10.000,-10.000,743.000,-1045.000,NULL,NULL,-199.000,11.000,-27.000,-5.000,-28.000,2023-12-31,9.500,-0.681,0.103,0.108,-6.500,57.800,1.000,1.300,1.000,0.700,80000000.000,0,0,20.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DGC,2023-12-31,2023-12-31,-75.000,7.000,10403.000,1161.000,855.000,2144.000,225.000,749.000,12027.000,1328.000,0.000,62.000,2119.000,-75.000,-33.000,19.000,19.000,9761.000,-44.000,29.000,29.000,3100.000,35.000,33.000,20.900,27.000,2024-03-31,123.400,0.121,0.030,0.039,15.000,7.200,3.700,2.100,4.900,1.500,379779286.000,0,0,21.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DGT,2023-12-31,2023-12-31,26.000,73.000,4.000,1170.000,255.000,60.000,10.000,107.000,999.000,19.000,241.000,14.000,334.000,26.000,-14.000,5.000,5.000,215.000,-318.000,NULL,NULL,90.000,30.000,41.000,5.500,9.000,2023-12-31,5.500,-9.892,0.088,0.367,-54.400,-61.900,0.500,0.600,2.000,2.600,79000000.000,0,0,19.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DGW,2023-12-31,2023-12-31,33.000,29.000,1450.000,2182.000,3016.000,131.000,15.000,664.000,2627.000,2321.000,6.000,139.000,2367.000,33.000,-15.000,16.000,16.000,18867.000,-48.000,26.000,26.000,354.000,8.000,2.000,4.900,14.000,2024-03-31,66.100,0.447,0.061,0.008,29.600,13.400,4.100,3.200,0.600,0.300,167224443.000,0,0,17.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DHA,2023-12-31,2023-12-31,-74.000,13.000,303.000,62.000,2.000,45.000,21.000,36.000,411.000,0.000,0.000,3.000,55.000,-74.000,-3.000,9.000,9.000,375.000,66.000,5.000,5.000,87.000,28.000,23.000,18.600,21.000,2024-03-31,49.400,0.169,0.036,0.040,8.400,7.700,1.800,1.400,2.000,1.700,15119946.000,0,0,14.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DHB,2023-12-31,2023-12-31,417.000,14.000,340.000,974.000,606.000,4064.000,72.000,690.000,612.000,374.000,2515.000,9.000,3236.000,417.000,-31.000,10.000,10.000,4413.000,-52.000,NULL,NULL,858.000,0.000,19.000,12.700,140.000,2024-03-31,11.100,0.265,0.419,0.087,2.900,-1.400,4.600,-2.100,1.000,0.700,272200000.000,0,0,7.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DHC,2023-12-31,2023-12-31,19.000,31.000,348.000,899.000,504.000,1042.000,46.000,76.000,1852.000,702.000,0.000,7.000,354.000,19.000,-17.000,22.000,22.000,3261.000,-18.000,18.000,18.000,309.000,15.000,9.000,10.600,17.000,2023-12-31,38.000,0.260,0.043,0.025,9.900,10.600,1.700,2.000,0.900,1.200,80493048.000,0,0,22.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DHD,2023-12-31,2023-12-31,14.000,23.000,25.000,136.000,104.000,294.000,11.000,9.000,420.000,81.000,2.000,13.000,63.000,14.000,0.000,-2.000,-2.000,616.000,5.000,-1.000,-1.000,32.000,31.000,5.000,5.400,8.000,2024-03-31,29.100,0.656,0.048,0.035,19.100,16.000,1.400,1.200,1.000,0.800,20399630.000,0,0,3.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DHG,2023-12-31,2023-12-31,-36.000,12.000,2324.000,721.000,1535.000,816.000,554.000,161.000,4853.000,572.000,0.000,61.000,625.000,-36.000,7.000,3.000,3.000,5768.000,6.000,10.000,10.000,1051.000,47.000,21.000,17.200,22.000,2024-03-31,116.400,0.143,0.026,0.026,16.700,16.700,3.000,3.600,3.000,3.200,130746071.000,0,0,8.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DHM,2023-12-31,2023-12-31,68.000,49.000,119.000,455.000,146.000,80.000,95.000,36.000,352.000,359.000,0.000,102.000,119.000,68.000,90.000,21.000,21.000,2732.000,374.000,-1.000,-1.000,6.000,1.000,0.000,0.600,2.000,2024-03-31,10.550,3.810,0.088,0.010,40.200,5.700,0.900,0.900,0.100,0.200,31396180.000,0,0,15.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DHN,2023-12-31,2023-12-31,-65.000,1.000,54.000,1.000,25.000,19.000,0.000,0.000,83.000,0.000,0.000,1.000,15.000,-65.000,1.000,4.000,4.000,90.000,19.000,15.000,15.000,15.000,38.000,17.000,15.600,19.000,NULL,10.000,0.000,0.000,0.000,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0,0,4.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DHP,2023-12-31,2023-12-31,2.000,4.000,17.000,8.000,120.000,45.000,0.000,22.000,171.000,21.000,0.000,2.000,17.000,2.000,-13.000,-1.000,-1.000,230.000,-8.000,-5.000,-5.000,13.000,16.000,6.000,6.000,7.000,2024-03-31,11.200,0.753,0.056,0.042,8.400,8.000,0.600,0.600,0.500,0.400,9492200.000,0,0,5.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DHT,2023-12-31,2023-12-31,11.000,13.000,382.000,233.000,379.000,154.000,639.000,52.000,1067.000,333.000,170.000,99.000,169.000,11.000,9.000,10.000,10.000,2001.000,-11.000,1.000,1.000,85.000,10.000,4.000,4.800,8.000,2024-03-31,26.900,1.060,0.079,0.041,28.500,12.600,2.100,2.000,1.100,0.600,82341773.000,0,0,10.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DIC,2023-12-31,2023-12-31,-1280.000,69.000,1.000,804.000,169.000,90.000,3.000,106.000,-57.000,737.000,0.000,48.000,445.000,-1280.000,6690.000,-10.000,-10.000,1080.000,-100.000,-36.000,-36.000,0.000,8.000,0.000,0.000,-1.000,NULL,1.200,0.000,0.000,0.000,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0,0,-1.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DID,2023-12-31,2023-12-31,40.000,16.000,3.000,53.000,17.000,137.000,124.000,2.000,183.000,68.000,8.000,17.000,59.000,40.000,-36.000,4.000,4.000,227.000,-42.000,-48.000,-48.000,0.000,7.000,0.000,0.100,0.000,2024-03-31,4.100,43.539,0.085,0.069,178.500,60.100,0.300,0.400,0.300,0.300,15622552.000,0,0,1.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DIG,2023-12-31,2023-12-31,8.000,36.000,2504.000,6086.000,6551.000,761.000,102.000,823.000,7894.000,2150.000,961.000,1936.000,3886.000,8.000,-46.000,4.000,4.000,1039.000,-18.000,-18.000,-18.000,119.000,24.000,11.000,0.700,1.000,2024-03-31,32.200,-18.971,0.078,0.733,-610.900,15.500,2.500,1.800,23.600,4.600,609851995.000,0,0,14.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DIH,2023-12-31,2023-12-31,506.000,18.000,11.000,139.000,617.000,2.000,0.000,7.000,106.000,251.000,295.000,70.000,55.000,506.000,66.000,1.000,1.000,291.000,133.000,52.000,52.000,14.000,18.000,5.000,1.800,13.000,2024-03-31,26.800,-1.084,0.056,0.047,-29.100,88.600,1.500,1.500,1.300,0.700,5994962.000,0,0,23.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DKC,2023-12-31,2023-12-31,-92.000,0.000,28.000,0.000,0.000,3.000,1.000,8.000,31.000,0.000,0.000,5.000,4.000,-92.000,-13.000,0.000,0.000,18.000,24.000,33.000,33.000,5.000,43.000,31.000,13.600,18.000,NULL,NULL,0.000,0.000,0.000,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DL1,2023-12-31,2023-12-31,57.000,30.000,94.000,728.000,18.000,742.000,61.000,784.000,1398.000,217.000,676.000,14.000,122.000,57.000,1.000,32.000,32.000,281.000,-7.000,18.000,18.000,42.000,49.000,25.000,2.900,5.000,2023-12-31,4.200,1.491,0.076,0.378,6.300,44.600,0.300,1.200,1.600,8.300,106236094.000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DLD,2023-12-31,2023-12-31,410.000,2.000,0.000,2.000,1.000,115.000,0.000,1.000,17.000,36.000,34.000,5.000,27.000,410.000,-6.000,-5.000,-5.000,44.000,-13.000,5.000,5.000,-8.000,15.000,-19.000,-7.100,-50.000,NULL,18.800,0.000,0.000,0.000,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0,0,-8.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DLG,2023-12-31,2023-12-31,487.000,36.000,245.000,1833.000,178.000,2417.000,35.000,344.000,528.000,1128.000,1683.000,40.000,1673.000,487.000,-17.000,1.000,1.000,1122.000,-51.000,NULL,NULL,-595.000,20.000,-52.000,-11.500,-110.000,2024-03-31,2.310,-4.211,0.530,0.252,-9.700,-0.800,1.200,0.500,0.600,0.500,299309720.000,0,0,-8.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DLR,2023-12-31,2023-12-31,-43.000,4.000,2.000,2.000,18.000,13.000,0.000,18.000,-17.000,9.000,0.000,6.000,55.000,-43.000,-9.000,-12.000,-12.000,17.000,-203.000,NULL,NULL,0.000,46.000,2.000,0.700,-2.000,2024-03-31,11.900,3.327,-0.253,0.260,39.600,-6.800,-3.000,-3.000,3.100,2.000,4500000.000,0,0,-17.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DLT,2023-12-31,2023-12-31,218.000,39.000,39.000,193.000,218.000,18.000,0.000,24.000,59.000,168.000,0.000,3.000,263.000,218.000,-1.000,4.000,4.000,1373.000,0.000,-14.000,-14.000,5.000,11.000,0.000,1.000,8.000,NULL,6.900,0.000,0.000,0.000,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0,0,7.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
