'Date', 'Value'
1/9/2020,891.73
31/08/2020,881.65
28/08/2020,878.98
27/08/2020,874.71
26/08/2020,873.47
25/08/2020,874.12
24/08/2020,868.68
21/08/2020,854.78
20/08/2020,848.21
19/08/2020,851.21
18/08/2020,846.43
17/08/2020,850.15
14/08/2020,850.74
13/08/2020,855.05
12/8/2020,846.92
11/8/2020,843.08
10/8/2020,843.20
7/8/2020,841.46
6/8/2020,840.04
5/8/2020,837.80
4/8/2020,827.57
3/8/2020,814.65
31/07/2020,798.39
30/07/2020,801.13
29/07/2020,790.84
28/07/2020,813.36
27/07/2020,785.17
24/07/2020,829.16
23/07/2020,856.75
22/07/2020,855.08
21/07/2020,861.69
20/07/2020,861.40
17/07/2020,872.02
16/07/2020,876.83
15/07/2020,869.91
14/07/2020,868.11
13/07/2020,868.72
10/7/2020,871.21
9/7/2020,876.46
8/7/2020,864.50
7/7/2020,863.42
6/7/2020,861.16
3/7/2020,847.61
2/7/2020,842.38
1/7/2020,843.49
30/06/2020,825.11
29/06/2020,829.36
26/06/2020,851.98
25/06/2020,854.59
24/06/2020,859.71
23/06/2020,868.20
22/06/2020,871.28
19/06/2020,868.56
18/06/2020,855.27
17/06/2020,854.44
16/06/2020,856.13
15/06/2020,832.47
12/6/2020,863.52
11/6/2020,867.37
10/6/2020,900.00
9/6/2020,899.43
8/6/2020,899.92
5/6/2020,886.22
4/6/2020,883.90
3/6/2020,881.17
2/6/2020,874.80
1/6/2020,878.67
29/05/2020,864.47
28/05/2020,861.39
27/05/2020,857.48
26/05/2020,869.13
25/05/2020,859.04
22/05/2020,852.74
21/05/2020,862.73
20/05/2020,852.91
19/05/2020,845.92
18/05/2020,837.01
15/05/2020,827.03
14/05/2020,832.40
13/05/2020,834.21
12/5/2020,835.32
11/5/2020,828.33
8/5/2020,813.73
7/5/2020,796.54
6/5/2020,782.59
5/5/2020,764.16
4/5/2020,762.47
29/04/2020,769.11
28/04/2020,767.21
27/04/2020,770.77
24/04/2020,776.66
23/04/2020,773.91
22/04/2020,768.92
21/04/2020,766.84
20/04/2020,794.97
17/04/2020,789.60
16/04/2020,780.70
15/04/2020,777.22
14/04/2020,767.41
13/04/2020,765.79
10/4/2020,757.94
9/4/2020,760.33
8/4/2020,748.02
7/4/2020,746.69
6/4/2020,736.75
3/4/2020,701.80
1/4/2020,680.23
31/03/2020,662.53
30/03/2020,662.26
27/03/2020,696.06
26/03/2020,694.21
25/03/2020,690.25
24/03/2020,659.21
23/03/2020,666.59
20/03/2020,709.73
19/03/2020,725.94
18/03/2020,747.66
17/03/2020,745.78
16/03/2020,747.86
13/03/2020,761.78
12/3/2020,769.25
11/3/2020,811.35
10/3/2020,837.50
9/3/2020,835.49
6/3/2020,891.44
5/3/2020,893.31
4/3/2020,889.37
3/3/2020,890.61
2/3/2020,884.43
28/02/2020,882.19
27/02/2020,898.44
26/02/2020,895.97
25/02/2020,909.67
24/02/2020,903.34
21/02/2020,933.09
20/02/2020,938.13
19/02/2020,928.76
18/02/2020,927.93
17/02/2020,934.77
14/02/2020,937.45
13/02/2020,938.24
12/2/2020,937.68
11/2/2020,934.67
10/2/2020,930.73
7/2/2020,940.75
6/2/2020,938.54
5/2/2020,925.91
4/2/2020,929.09
3/2/2020,928.14
31/01/2020,936.62
30/01/2020,959.58
22/01/2020,991.46
21/01/2020,986.37
20/01/2020,978.63
17/01/2020,978.96
16/01/2020,974.31
15/01/2020,967.56
14/01/2020,967.00
13/01/2020,965.84
10/1/2020,968.54
9/1/2020,960.15
8/1/2020,948.98
7/1/2020,958.88
6/1/2020,955.79
3/1/2020,965.14
2/1/2020,966.67
31/12/2019,960.99
30/12/2019,965.03
27/12/2019,963.51
26/12/2019,958.59
25/12/2019,960.92
24/12/2019,958.88
23/12/2019,959.43
20/12/2019,956.41
19/12/2019,952.26
18/12/2019,951.13
17/12/2019,954.03
16/12/2019,961.47
13/12/2019,966.18
12/12/2019,968.17
11/12/2019,961.78
10/12/2019,960.30
9/12/2019,966.06
6/12/2019,963.56
5/12/2019,963.27
4/12/2019,965.90
3/12/2019,953.43
2/12/2019,959.31
29/11/2019,970.75
28/11/2019,970.39
27/11/2019,978.17
26/11/2019,976.79
25/11/2019,976.35
22/11/2019,977.78
21/11/2019,987.89
20/11/2019,1000.56
19/11/2019,1008.35
18/11/2019,1002.91
15/11/2019,1010.03
14/11/2019,1012.30
13/11/2019,1012.77
12/11/2019,1018.33
11/11/2019,1016.75
8/11/2019,1022.49
7/11/2019,1024.03
6/11/2019,1024.91
5/11/2019,1024.34
4/11/2019,1022.43
1/11/2019,1015.59
31/10/2019,998.82
30/10/2019,1000.89
29/10/2019,995.87
28/10/2019,996.48
25/10/2019,996.57
24/10/2019,993.60
23/10/2019,987.79
22/10/2019,987.19
21/10/2019,983.56
18/10/2019,989.20
17/10/2019,989.82
16/10/2019,994.46
15/10/2019,993.05
14/10/2019,993.57
11/10/2019,991.84
10/10/2019,987.38
9/10/2019,987.83
8/10/2019,988.22
7/10/2019,983.09
4/10/2019,987.59
3/10/2019,989.67
2/10/2019,991.19
1/10/2019,999.59
30/09/2019,996.56
27/09/2019,997.84
26/09/2019,990.75
25/09/2019,987.30
24/09/2019,988.13
23/09/2019,985.75
20/09/2019,990.36
19/09/2019,997.10
18/09/2019,995.15
17/09/2019,996.74
16/09/2019,989.86
13/09/2019,987.22
12/9/2019,976.07
11/9/2019,969.31
10/9/2019,970.26
9/9/2019,974.12
6/9/2019,974.08
5/9/2019,976.79
4/9/2019,977.63
3/9/2019,979.36
30/08/2019,984.06
29/08/2019,978.59
28/08/2019,977.26
27/08/2019,976.79
26/08/2019,982.88
23/08/2019,992.45
22/08/2019,997.26
21/08/2019,994.38
20/08/2019,984.67
19/08/2019,981.03
16/08/2019,980.00
15/08/2019,979.38
14/08/2019,968.91
13/08/2019,966.83
12/8/2019,975.31
9/8/2019,974.34
8/8/2019,975.24
7/8/2019,965.93
6/8/2019,964.61
5/8/2019,973.15
2/8/2019,991.10
1/8/2019,997.39
31/07/2019,991.66
30/07/2019,986.02
29/07/2019,997.94
26/07/2019,993.35
25/07/2019,994.95
24/07/2019,988.41
23/07/2019,989.46
22/07/2019,982.04
19/07/2019,982.34
18/07/2019,976.05
17/07/2019,982.57
16/07/2019,982.11
15/07/2019,972.53
12/7/2019,975.40
11/7/2019,978.63
10/7/2019,973.65
9/7/2019,969.05
8/7/2019,966.35
5/7/2019,975.34
4/7/2019,973.04
3/7/2019,960.39
2/7/2019,961.98
1/7/2019,965.61
28/06/2019,949.94
27/06/2019,943.11
26/06/2019,959.13
25/06/2019,960.13
24/06/2019,962.85
21/06/2019,959.20
20/06/2019,959.18
19/06/2019,949.69
18/06/2019,944.01
17/06/2019,946.95
14/06/2019,953.61
13/06/2019,950.08
12/6/2019,954.17
11/6/2019,962.07
10/6/2019,962.90
7/6/2019,958.28
6/6/2019,948.21
5/6/2019,951.41
4/6/2019,951.16
3/6/2019,946.47
31/05/2019,959.88
30/05/2019,969.34
29/05/2019,971.54
28/05/2019,972.00
27/05/2019,975.14
24/05/2019,970.03
23/05/2019,982.71
22/05/2019,983.78
21/05/2019,986.29
20/05/2019,987.13
17/05/2019,976.48
16/05/2019,975.69
15/05/2019,975.64
14/05/2019,965.34
13/05/2019,958.54
10/5/2019,952.55
9/5/2019,947.01
8/5/2019,951.22
7/5/2019,957.56
6/5/2019,957.97
3/5/2019,974.14
2/5/2019,978.50
26/04/2019,979.64
25/04/2019,974.13
24/04/2019,976.92
23/04/2019,968.00
22/04/2019,965.86
19/04/2019,966.21
18/04/2019,962.30
17/04/2019,972.10
16/04/2019,977.17
12/4/2019,982.90
11/4/2019,985.95
10/4/2019,981.91
9/4/2019,988.48
8/4/2019,997.56
5/4/2019,989.26
4/4/2019,986.91
3/4/2019,984.46
2/4/2019,985.81
1/4/2019,988.53
29/03/2019,980.76
28/03/2019,982.98
27/03/2019,975.91
26/03/2019,969.79
25/03/2019,970.07
22/03/2019,988.71
21/03/2019,981.78
20/03/2019,1002.30
19/03/2019,1006.59
18/03/2019,1011.86
15/03/2019,1004.12
14/03/2019,1008.44
13/03/2019,1005.41
12/3/2019,1001.32
11/3/2019,984.60
8/3/2019,985.25
7/3/2019,994.03
6/3/2019,994.49
5/3/2019,992.45
4/3/2019,993.99
1/3/2019,979.63
28/02/2019,965.47
27/02/2019,990.27
26/02/2019,987.06
25/02/2019,994.43
22/02/2019,988.91
21/02/2019,987.57
20/02/2019,970.58
19/02/2019,964.35
18/02/2019,961.30
15/02/2019,950.89
14/02/2019,952.34
13/02/2019,945.25
12/2/2019,937.54
11/2/2019,926.10
1/2/2019,908.67
31/01/2019,910.65
30/01/2019,915.84
29/01/2019,915.93
28/01/2019,912.18
25/01/2019,908.88
24/01/2019,908.79
23/01/2019,908.18
22/01/2019,906.55
21/01/2019,911.05
18/01/2019,902.30
17/01/2019,901.89
16/01/2019,908.70
15/01/2019,909.68
14/01/2019,901.80
11/1/2019,902.71
10/1/2019,898.30
9/1/2019,896.99
8/1/2019,887.44
7/1/2019,889.64
4/1/2019,880.90
3/1/2019,878.22
2/1/2019,891.75
28/12/2018,892.54
27/12/2018,900.81
26/12/2018,891.75
25/12/2018,897.94
24/12/2018,908.56
21/12/2018,912.26
20/12/2018,918.24
19/12/2018,919.24
18/12/2018,927.25
17/12/2018,933.65
14/12/2018,952.04
13/12/2018,960.25
12/12/2018,961.28
11/12/2018,954.58
10/12/2018,955.89
7/12/2018,958.59
6/12/2018,954.82
5/12/2018,957.14
4/12/2018,958.84
3/12/2018,951.59
30/11/2018,926.54
29/11/2018,926.79
28/11/2018,930.20
27/11/2018,923.12
26/11/2018,921.03
23/11/2018,917.97
22/11/2018,924.42
21/11/2018,922.56
20/11/2018,919.02
19/11/2018,916.06
16/11/2018,898.19
15/11/2018,897.15
14/11/2018,900.93
13/11/2018,905.38
12/11/2018,918.12
9/11/2018,914.29
8/11/2018,926.28
7/11/2018,922.16
6/11/2018,922.05
5/11/2018,925.53
2/11/2018,924.86
1/11/2018,907.96
31/10/2018,914.76
30/10/2018,888.69
29/10/2018,888.82
26/10/2018,900.82
25/10/2018,910.17
24/10/2018,922.73
23/10/2018,939.68
22/10/2018,953.51
19/10/2018,958.36
18/10/2018,963.47
17/10/2018,971.60
16/10/2018,963.37
15/10/2018,951.64
12/10/2018,970.08
11/10/2018,945.89
10/10/2018,993.96
9/10/2018,996.19
8/10/2018,996.12
5/10/2018,1008.39
4/10/2018,1023.62
3/10/2018,1020.40
2/10/2018,1018.79
1/10/2018,1012.88
28/09/2018,1017.13
27/09/2018,1015.37
26/09/2018,1009.61
25/09/2018,1010.74
24/09/2018,1011.29
21/09/2018,1002.97
20/09/2018,1004.74
19/09/2018,995.54
18/09/2018,993.49
17/09/2018,987.61
14/09/2018,991.34
13/09/2018,987.95
12/9/2018,987.01
11/9/2018,985.06
10/9/2018,970.34
7/9/2018,968.90
6/9/2018,958.19
5/9/2018,968.44
4/9/2018,975.94
31/08/2018,989.54
30/08/2018,998.07
29/08/2018,988.17
28/08/2018,995.19
27/08/2018,991.92
24/08/2018,987.05
23/08/2018,987.36
22/08/2018,982.15
21/08/2018,979.21
20/08/2018,969.62
17/08/2018,968.88
16/08/2018,964.28
15/08/2018,961.37
14/08/2018,978.27
13/08/2018,978.04
10/8/2018,968.47
9/8/2018,963.50
8/8/2018,966.27
7/8/2018,956.79
6/8/2018,960.23
3/8/2018,959.60
2/8/2018,953.55
1/8/2018,952.77
31/07/2018,956.39
30/07/2018,949.73
27/07/2018,935.52
26/07/2018,930.16
25/07/2018,927.58
24/07/2018,934.08
23/07/2018,936.74
20/07/2018,933.39
19/07/2018,943.97
18/07/2018,942.39
17/07/2018,921.27
16/07/2018,911.11
13/07/2018,909.72
12/7/2018,898.51
11/7/2018,893.16
10/7/2018,911.12
9/7/2018,915.12
6/7/2018,917.51
5/7/2018,899.40
4/7/2018,914.99
3/7/2018,906.01
2/7/2018,947.15
29/06/2018,960.78
28/06/2018,957.35
27/06/2018,968.91
26/06/2018,983.02
25/06/2018,990.52
22/06/2018,983.17
21/06/2018,969.40
20/06/2018,980.95
19/06/2018,962.16
18/06/2018,987.34
15/06/2018,1016.51
14/06/2018,1015.72
13/06/2018,1030.53
12/6/2018,1020.76
11/6/2018,1039.02
8/6/2018,1039.01
7/6/2018,1036.69
6/6/2018,1034.50
5/6/2018,1022.74
4/6/2018,1013.78
1/6/2018,992.87
31/05/2018,971.25
30/05/2018,948.50
29/05/2018,952.18
28/05/2018,931.75
25/05/2018,963.90
24/05/2018,985.92
23/05/2018,988.94
22/05/2018,985.91
21/05/2018,1014.98
18/05/2018,1040.54
17/05/2018,1030.64
16/05/2018,1054.62
15/05/2018,1073.50
14/05/2018,1066.98
11/5/2018,1044.85
10/5/2018,1028.87
9/5/2018,1056.97
8/5/2018,1060.45
7/5/2018,1062.26
4/5/2018,1026.80
3/5/2018,1026.46
2/5/2018,1029.08
27/04/2018,1050.26
26/04/2018,1044.86
24/04/2018,1080.74
23/04/2018,1076.78
20/04/2018,1119.86
19/04/2018,1094.63
18/04/2018,1138.53
17/04/2018,1153.28
16/04/2018,1148.49
13/04/2018,1157.14
12/4/2018,1173.02
11/4/2018,1167.11
10/4/2018,1198.12
9/4/2018,1204.33
6/4/2018,1199.96
5/4/2018,1193.17
4/4/2018,1191.54
3/4/2018,1188.29
2/4/2018,1196.61
30/03/2018,1174.46
29/03/2018,1167.03
28/03/2018,1172.24
27/03/2018,1171.73
26/03/2018,1171.22
23/03/2018,1153.59
22/03/2018,1172.36
21/03/2018,1169.36
20/03/2018,1159.39
19/03/2018,1159.22
16/03/2018,1150.19
15/03/2018,1138.76
14/03/2018,1138.09
13/03/2018,1133.31
12/3/2018,1126.29
9/3/2018,1123.41
8/3/2018,1124.15
7/3/2018,1112.26
6/3/2018,1120.29
5/3/2018,1093.48
2/3/2018,1121.21
1/3/2018,1115.79
28/02/2018,1121.54
27/02/2018,1119.61
26/02/2018,1114.53
23/02/2018,1102.85
22/02/2018,1076.03
21/02/2018,1087.15
13/02/2018,1059.73
12/2/2018,1041.79
9/2/2018,1003.94
8/2/2018,1023.25
7/2/2018,1040.55
6/2/2018,1011.60
5/2/2018,1048.71
2/2/2018,1105.04
1/2/2018,1099.67
31/01/2018,1110.36
30/01/2018,1110.56
29/01/2018,1109.80
26/01/2018,1115.64
25/01/2018,1104.57
22/01/2018,1087.42
19/01/2018,1062.07
18/01/2018,1050.25
17/01/2018,1034.69
16/01/2018,1062.96
15/01/2018,1063.47
12/1/2018,1050.11
11/1/2018,1048.17
10/1/2018,1038.11
9/1/2018,1033.56
8/1/2018,1022.90
5/1/2018,1012.65
4/1/2018,1019.75
3/1/2018,1005.67
2/1/2018,995.77
29/12/2017,984.24
28/12/2017,976.72
27/12/2017,968.46
26/12/2017,965.93
25/12/2017,958.31
22/12/2017,952.32
21/12/2017,946.06
20/12/2017,953.51
19/12/2017,951.42
18/12/2017,958.06
15/12/2017,935.16
14/12/2017,935.85
13/12/2017,924.40
12/12/2017,927.25
11/12/2017,917.45
8/12/2017,940.16
7/12/2017,938.65
6/12/2017,947.64
5/12/2017,953.30
4/12/2017,970.02
1/12/2017,960.33
30/11/2017,949.93
29/11/2017,952.14
28/11/2017,941.21
27/11/2017,938.61
24/11/2017,935.57
23/11/2017,933.70
22/11/2017,932.66
21/11/2017,918.30
20/11/2017,903.55
17/11/2017,890.69
16/11/2017,892.80
15/11/2017,882.59
14/11/2017,880.90
13/11/2017,879.34
10/11/2017,868.21
9/11/2017,860.40
8/11/2017,859.70
7/11/2017,850.33
6/11/2017,849.09
3/11/2017,843.73
2/11/2017,833.09
1/11/2017,842.71
31/10/2017,837.28
30/10/2017,845.20
27/10/2017,840.37
26/10/2017,830.11
25/10/2017,830.69
24/10/2017,825.24
23/10/2017,820.04
20/10/2017,826.84
19/10/2017,828.93
18/10/2017,827.72
17/10/2017,828.29
16/10/2017,819.43
13/10/2017,820.95
12/10/2017,815.87
11/10/2017,813.95
10/10/2017,810.65
9/10/2017,808.96
6/10/2017,807.80
5/10/2017,805.23
4/10/2017,805.66
3/10/2017,798.00
2/10/2017,802.23
29/09/2017,804.42
28/09/2017,804.82
27/09/2017,803.77
26/09/2017,805.35
25/09/2017,805.58
22/09/2017,807.13
21/09/2017,803.93
20/09/2017,805.86
19/09/2017,805.93
18/09/2017,807.87
15/09/2017,805.82
14/09/2017,806.32
13/09/2017,802.78
12/9/2017,799.94
11/9/2017,797.47
8/9/2017,801.20
7/9/2017,796.72
6/9/2017,793.55
5/9/2017,792.31
1/9/2017,788.73
31/08/2017,782.76
30/08/2017,778.65
29/08/2017,774.03
28/08/2017,777.26
25/08/2017,771.63
24/08/2017,769.77
23/08/2017,765.98
22/08/2017,761.26
21/08/2017,768.79
18/08/2017,768.97
17/08/2017,767.59
16/08/2017,773.57
15/08/2017,771.06
14/08/2017,776.17
11/8/2017,772.08
10/8/2017,773.43
9/8/2017,773.66
8/8/2017,791.57
7/8/2017,792.98
4/8/2017,788.68
3/8/2017,788.49
2/8/2017,786.23
1/8/2017,786.81
31/07/2017,783.55
28/07/2017,777.09
27/07/2017,771.50
26/07/2017,773.88
25/07/2017,767.27
24/07/2017,759.74
21/07/2017,761.86
20/07/2017,768.41
19/07/2017,771.30
18/07/2017,767.49
17/07/2017,768.91
14/07/2017,777.60
13/07/2017,778.30
12/7/2017,774.17
11/7/2017,769.36
10/7/2017,766.56
7/7/2017,775.73
6/7/2017,782.65
5/7/2017,778.32
4/7/2017,775.54
3/7/2017,778.88
30/06/2017,776.47
29/06/2017,771.75
28/06/2017,769.04
27/06/2017,767.51
26/06/2017,772.52
23/06/2017,769.01
22/06/2017,766.30
21/06/2017,767.41
20/06/2017,767.99
19/06/2017,766.83
16/06/2017,761.24
15/06/2017,760.57
14/06/2017,760.77
13/06/2017,756.89
12/6/2017,751.09
9/6/2017,749.72
8/6/2017,750.13
7/6/2017,753.46
6/6/2017,751.31
5/6/2017,743.49
2/6/2017,738.81
1/6/2017,741.80
31/05/2017,737.82
30/05/2017,738.21
29/05/2017,746.25
26/05/2017,743.41
25/05/2017,741.91
24/05/2017,742.74
23/05/2017,740.93
22/05/2017,744.10
19/05/2017,733.82
18/05/2017,726.99
17/05/2017,727.20
16/05/2017,725.03
15/05/2017,725.35
12/5/2017,725.37
11/5/2017,724.99
10/5/2017,724.31
9/5/2017,722.11
8/5/2017,718.86
5/5/2017,720.00
4/5/2017,722.02
3/5/2017,719.54
28/04/2017,717.73
27/04/2017,716.53
26/04/2017,710.04
25/04/2017,707.58
24/04/2017,709.39
21/04/2017,712.41
20/04/2017,712.66
19/04/2017,716.77
18/04/2017,714.93
17/04/2017,710.83
14/04/2017,718.45
13/04/2017,724.35
12/4/2017,725.58
11/4/2017,731.33
10/4/2017,729.87
7/4/2017,727.95
5/4/2017,723.22
4/4/2017,724.14
3/4/2017,722.38
31/03/2017,722.31
30/03/2017,723.86
29/03/2017,720.47
28/03/2017,719.26
27/03/2017,723.52
24/03/2017,722.14
23/03/2017,719.56
22/03/2017,712.94
21/03/2017,716.18
20/03/2017,715.07
17/03/2017,710.54
16/03/2017,714.92
15/03/2017,713.14
14/03/2017,714.71
13/03/2017,710.17
10/3/2017,712.21
9/3/2017,715.80
8/3/2017,716.60
7/3/2017,716.54
6/3/2017,716.29
3/3/2017,712.62
2/3/2017,707.51
1/3/2017,709.52
28/02/2017,710.79
27/02/2017,717.44
24/02/2017,714.47
23/02/2017,716.87
22/02/2017,717.24
21/02/2017,716.55
20/02/2017,710.59
17/02/2017,707.83
16/02/2017,709.35
15/02/2017,711.57
14/02/2017,706.26
13/02/2017,705.90
10/2/2017,703.78
9/2/2017,700.65
8/2/2017,702.04
7/2/2017,701.91
6/2/2017,700.04
3/2/2017,700.35
2/2/2017,703.18
25/01/2017,697.28
24/01/2017,691.36
23/01/2017,687.15
20/01/2017,686.26
19/01/2017,682.31
18/01/2017,683.28
17/01/2017,684.71
16/01/2017,677.94
13/01/2017,685.06
12/1/2017,686.96
11/1/2017,687.16
10/1/2017,681.07
9/1/2017,682.57
6/1/2017,679.80
5/1/2017,675.81
4/1/2017,674.70
3/1/2017,672.01
30/12/2016,664.87
29/12/2016,664.72
28/12/2016,663.50
27/12/2016,663.86
26/12/2016,662.45
23/12/2016,664.37
22/12/2016,664.15
21/12/2016,666.94
20/12/2016,662.66
19/12/2016,674.33
16/12/2016,675.16
15/12/2016,665.92
14/12/2016,665.14
13/12/2016,654.66
12/12/2016,659.70
9/12/2016,663.07
8/12/2016,658.89
7/12/2016,653.53
6/12/2016,651.49
5/12/2016,660.21
2/12/2016,665.14
1/12/2016,666.54
30/11/2016,665.07
29/11/2016,658.26
28/11/2016,665.29
25/11/2016,675.87
24/11/2016,678.18
23/11/2016,683.16
22/11/2016,681.91
21/11/2016,674.29
18/11/2016,673.25
17/11/2016,674.57
16/11/2016,674.60
15/11/2016,674.26
14/11/2016,673.05
11/11/2016,679.20
10/11/2016,678.17
9/11/2016,670.26
8/11/2016,676.46
7/11/2016,674.14
4/11/2016,666.73
3/11/2016,667.63
2/11/2016,671.40
1/11/2016,676.60
31/10/2016,675.80
28/10/2016,682.25
27/10/2016,676.90
26/10/2016,673.61
25/10/2016,676.18
24/10/2016,678.02
21/10/2016,684.83
20/10/2016,686.39
19/10/2016,688.89
18/10/2016,682.02
17/10/2016,680.95
14/10/2016,687.00
13/10/2016,685.23
12/10/2016,682.45
11/10/2016,682.36
10/10/2016,674.19
7/10/2016,683.95
6/10/2016,687.32
5/10/2016,687.04
4/10/2016,684.20
3/10/2016,683.05
30/09/2016,685.73
29/09/2016,688.55
28/09/2016,686.72
27/09/2016,684.89
26/09/2016,677.04
23/09/2016,674.09
22/09/2016,671.38
21/09/2016,668.48
20/09/2016,663.37
19/09/2016,657.89
16/09/2016,651.31
15/09/2016,656.18
14/09/2016,656.64
13/09/2016,659.72
12/9/2016,659.76
9/9/2016,666.88
8/9/2016,666.07
7/9/2016,661.28
6/9/2016,663.90
5/9/2016,664.55
1/9/2016,669.19
31/08/2016,674.63
30/08/2016,672.67
29/08/2016,669.44
26/08/2016,667.75
25/08/2016,658.50
24/08/2016,660.77
23/08/2016,659.16
22/08/2016,657.68
19/08/2016,662.28
18/08/2016,660.65
17/08/2016,660.51
16/08/2016,658.11
15/08/2016,659.47
12/8/2016,655.71
11/8/2016,660.24
10/8/2016,648.33
9/8/2016,637.34
8/8/2016,629.46
5/8/2016,627.39
4/8/2016,631.94
3/8/2016,631.61
2/8/2016,636.05
1/8/2016,648.38
29/07/2016,652.23
28/07/2016,657.14
27/07/2016,656.11
26/07/2016,648.59
25/07/2016,649.30
22/07/2016,649.87
21/07/2016,659.57
20/07/2016,660.26
19/07/2016,667.76
18/07/2016,673.50
15/07/2016,664.56
14/07/2016,666.69
13/07/2016,675.12
12/7/2016,658.90
11/7/2016,652.26
8/7/2016,658.68
7/7/2016,661.12
6/7/2016,649.46
5/7/2016,650.88
4/7/2016,647.96
1/7/2016,640.30
30/06/2016,632.26
29/06/2016,630.12
28/06/2016,622.20
27/06/2016,621.27
24/06/2016,620.77
23/06/2016,632.27
22/06/2016,626.41
21/06/2016,628.00
20/06/2016,626.46
17/06/2016,619.25
16/06/2016,625.11
15/06/2016,627.02
14/06/2016,625.43
13/06/2016,623.58
10/6/2016,629.84
9/6/2016,631.26
8/6/2016,627.87
7/6/2016,624.65
6/6/2016,620.05
3/6/2016,621.88
2/6/2016,623.37
1/6/2016,619.86
31/05/2016,618.44
30/05/2016,614.50
27/05/2016,608.11
26/05/2016,604.34
25/05/2016,611.89
24/05/2016,611.62
23/05/2016,611.03
20/05/2016,614.81
19/05/2016,619.20
18/05/2016,622.45
17/05/2016,624.75
16/05/2016,615.78
13/05/2016,610.82
12/5/2016,612.12
11/5/2016,614.06
10/5/2016,605.05
9/5/2016,603.85
6/5/2016,606.52
5/5/2016,601.51
4/5/2016,599.07
29/04/2016,598.37
28/04/2016,591.67
27/04/2016,593.96
26/04/2016,598.48
25/04/2016,591.58
22/04/2016,592.48
21/04/2016,575.73
20/04/2016,568.03
19/04/2016,568.28
15/04/2016,579.86
14/04/2016,579.49
13/04/2016,578.02
12/4/2016,579.84
11/4/2016,579.27
8/4/2016,572.34
7/4/2016,571.60
6/4/2016,567.79
5/4/2016,560.32
4/4/2016,555.82
1/4/2016,558.43
31/03/2016,561.22
30/03/2016,569.91
29/03/2016,568.28
28/03/2016,575.72
25/03/2016,572.08
24/03/2016,570.66
23/03/2016,574.71
22/03/2016,570.91
21/03/2016,572.27
18/03/2016,575.82
17/03/2016,579.26
16/03/2016,577.07
15/03/2016,574.04
14/03/2016,577.98
11/3/2016,577.26
10/3/2016,575.91
9/3/2016,571.71
8/3/2016,574.71
7/3/2016,576.20
4/3/2016,573.65
3/3/2016,570.39
2/3/2016,570.18
1/3/2016,561.56
29/02/2016,559.37
26/02/2016,566.11
25/02/2016,562.82
24/02/2016,568.04
23/02/2016,561.28
22/02/2016,560.71
19/02/2016,554.03
18/02/2016,552.49
17/02/2016,547.05
16/02/2016,548.05
15/02/2016,543.79
5/2/2016,544.75
4/2/2016,542.15
3/2/2016,539.07
2/2/2016,536.45
1/2/2016,540.56
29/01/2016,545.25
28/01/2016,539.47
27/01/2016,542.69
26/01/2016,537.73
25/01/2016,542.35
22/01/2016,522.24
21/01/2016,521.88
20/01/2016,529.44
19/01/2016,535.77
18/01/2016,526.37
15/01/2016,543.04
14/01/2016,553.03
13/01/2016,560.37
12/1/2016,564.26
11/1/2016,557.87
8/1/2016,560.05
7/1/2016,565.36
6/1/2016,574.57
5/1/2016,569.94
4/1/2016,574.41
31/12/2015,579.03
30/12/2015,579.45
29/12/2015,576.29
28/12/2015,569.90
25/12/2015,567.67
24/12/2015,566.17
23/12/2015,564.27
22/12/2015,566.35
21/12/2015,566.90
18/12/2015,568.18
17/12/2015,577.11
16/12/2015,572.55
15/12/2015,568.00
14/12/2015,562.22
11/12/2015,563.43
10/12/2015,561.04
9/12/2015,565.20
8/12/2015,574.15
7/12/2015,563.62
4/12/2015,571.62
3/12/2015,574.38
2/12/2015,574.42
1/12/2015,570.41
30/11/2015,573.20
27/11/2015,582.86
26/11/2015,590.40
25/11/2015,595.70
24/11/2015,593.83
23/11/2015,599.99
20/11/2015,604.46
19/11/2015,601.90
18/11/2015,603.34
17/11/2015,605.05
16/11/2015,609.21
13/11/2015,611.27
12/11/2015,605.58
11/11/2015,603.53
10/11/2015,605.27
9/11/2015,610.66
6/11/2015,612.36
5/11/2015,615.18
4/11/2015,610.60
3/11/2015,611.71
2/11/2015,602.76
30/10/2015,607.37
29/10/2015,605.20
28/10/2015,596.24
27/10/2015,598.44
26/10/2015,598.61
23/10/2015,601.74
22/10/2015,595.08
21/10/2015,590.24
20/10/2015,590.45
19/10/2015,594.61
16/10/2015,593.02
15/10/2015,592.40
14/10/2015,589.98
13/10/2015,590.84
12/10/2015,592.10
9/10/2015,588.02
8/10/2015,586.78
7/10/2015,579.57
6/10/2015,581.29
5/10/2015,570.00
2/10/2015,562.31
1/10/2015,563.54
30/09/2015,562.64
29/09/2015,561.19
28/09/2015,564.88
25/09/2015,570.38
24/09/2015,570.25
23/09/2015,572.72
22/09/2015,573.20
21/09/2015,572.12
18/09/2015,566.25
17/09/2015,562.48
16/09/2015,564.13
15/09/2015,563.27
14/09/2015,562.17
11/9/2015,566.74
10/9/2015,572.07
9/9/2015,572.34
8/9/2015,566.72
7/9/2015,554.93
4/9/2015,556.81
3/9/2015,554.30
1/9/2015,562.31
31/08/2015,564.75
28/08/2015,570.87
27/08/2015,555.81
26/08/2015,545.89
25/08/2015,529.98
24/08/2015,526.93
21/08/2015,556.30
